Keyword;Position;Previous Position;Search Volume;CPC;Url;Traffic;Traffic (%);Competition;Keyword Difficulty;Intents;Trends
remand fostering;7;7;260;4.39;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/remand-fostering/;5;0.03;0.19;8.00;1;0.22,0.43,0.43,0.66,1.00,0.81,0.66,0.66,0.35,0.35,0.22,0.22
can you foster and work;4;4;170;3.02;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-foster-and-work-full-time/;5;0.03;0.53;8.00;1;0.53,0.53,0.53,1.00,0.53,0.65,0.80,0.80,0.65,0.53,0.53,0.42
fostering in birmingham;3;3;590;7.94;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;5;0.03;0.29;28.00;1;0.29,0.66,0.81,0.66,1.00,0.66,0.81,0.81,1.00,1.00,0.54,0.66
fostering agency staffordshire;4;4;210;8.72;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-staffordshire/;5;0.03;0.24;22.00;0;0.02,0.28,0.28,0.28,0.53,0.66,1.00,1.00,1.00,1.00,0.28,0.28
fostering in birmingham uk;3;3;170;7.94;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;5;0.03;0.29;28.00;0;0.18,0.04,0.22,0.18,0.06,0.35,0.29,0.35,1.00,0.81,0.43,0.54
foster to adopt vs adoption;7;7;260;0.86;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;5;0.03;0.12;15.00;0;0.19,0.07,0.19,0.05,0.07,1.00,0.67,0.44,0.23,0.36,0.19,0.29
foster care training and support;5;5;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;5;0.03;0.33;14.00;1;0.00,0.28,0.34,0.81,0.65,1.00,1.00,0.65,0.43,0.43,0.34,0.34
single foster parent;4;4;170;5.50;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-be-a-single-foster-parent/;5;0.03;0.51;9.00;1;0.35,0.53,0.66,0.53,0.43,0.53,0.53,0.53,0.28,0.23,0.23,0.23
foster care courses;4;4;170;3.25;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;5;0.03;0.36;16.00;1;0.43,0.54,0.66,0.54,0.35,0.54,0.35,0.29,0.22,0.29,0.18,0.22
can you foster if you work full time;4;4;210;3.74;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-foster-and-work-full-time/;5;0.03;0.66;15.00;1;0.28,0.65,0.53,1.00,0.65,0.65,1.00,0.65,0.43,0.34,0.34,0.81
how much foster care pay;4;4;170;1.46;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;5;0.03;0.56;19.00;1;1.00,0.23,0.28,0.28,0.28,0.35,0.35,0.23,0.18,0.15,0.15,0.15
foster payments uk;4;4;170;1.72;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;5;0.03;0.56;18.00;1;0.42,0.80,0.80,0.80,0.80,0.53,1.00,0.53,0.65,0.53,0.34,0.80
fostering bradford;4;4;170;7.51;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-bradford/;5;0.03;0.33;16.00;0;0.53,0.43,0.43,0.53,0.66,0.53,0.43,0.53,0.28,0.28,0.35,0.35
foster homes near me;2;2;170;2.95;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;5;0.03;0.54;33.00;3;0.35,0.43,0.54,0.43,0.43,0.35,0.35,0.29,0.22,0.29,0.29,0.29
top 10 fostering agencies uk;4;4;170;7.50;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;5;0.03;0.76;12.00;0;1.00,1.00,1.00,1.00,0.80,0.80,0.65,0.65,0.53,0.42,0.42,0.42
fostering social work jobs;7;7;210;0.92;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/supervising-social-worker/;5;0.03;0.11;7.00;0;0.65,0.53,0.65,0.53,0.53,0.53,0.53,0.53,0.65,0.65,0.53,0.53
fostering warrington;3;3;170;12.85;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/north-west/;5;0.03;0.37;9.00;2;0.33,0.80,0.80,1.00,1.00,1.00,1.00,1.00,0.80,0.66,0.52,0.52
foster to adopt uk;8;8;260;1.01;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;5;0.03;0.59;16.00;1;0.44,0.54,0.54,0.44,0.35,0.35,0.28,0.28,0.28,1.00,0.35,0.28
what is foster carer;3;3;170;2.40;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;5;0.03;0.19;16.00;1;0.15,0.35,0.15,0.18,0.15,0.18,0.54,1.00,0.08,0.11,0.11,0.18
how to be a foster;7;7;210;7.08;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;5;0.03;0.62;17.00;1;0.66,0.53,0.43,1.00,0.82,0.43,0.35,0.43,0.43,0.43,0.28,0.43
foster care services;7;7;390;6.07;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-manchester/;5;0.03;0.11;44.00;0;0.02,0.08,0.08,0.07,0.07,0.08,0.07,0.05,0.03,0.04,0.01,0.02
fostering agencies manchester;1;0;90;11.10;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-manchester/;5;0.03;0.77;18.00;0;0.64,1.00,1.00,0.64,0.78,0.64,0.64,0.35,0.50,0.35,0.78,0.78
staying put allowance;2;2;90;3.35;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/staying-put/;5;0.03;0.33;8.00;1;0.06,0.43,0.06,0.43,0.34,0.28,0.34,0.28,0.28,0.34,0.34,0.28
reasons for fostering rejection uk;5;5;170;3.56;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/what-can-disqualify-you-from-fostering-a-child/;5;0.03;0.18;12.00;1;0.35,0.43,0.43,0.43,0.35,0.35,0.43,0.43,0.22,0.29,0.22,0.22
fostering pay uk;4;4;170;1.72;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;5;0.03;0.56;18.00;1;0.15,0.65,1.00,0.80,0.65,0.65,0.80,0.53,0.42,0.42,0.42,0.42
weekend foster care;2;2;90;4.75;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;5;0.03;0.70;8.00;1;0.07,0.34,0.26,0.42,0.42,0.65,0.53,0.34,0.19,0.19,0.15,0.19
fostering solutions;1;1;390;3.49;https://www.nationalfosteringgroup.co.uk/fostering-solutions/;5;0.03;0.14;26.00;2;0.81,0.81,0.81,1.00,0.81,0.81,0.66,0.81,0.81,1.00,0.66,0.66
foster family agency;4;4;210;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;5;0.03;0.33;63.00;0;0.01,0.10,0.07,0.13,0.16,0.10,0.10,0.07,0.05,0.04,0.07,0.10
mockingbird fostering;4;4;210;2.76;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/mockingbird-family-model/;5;0.03;0.45;9.00;1;0.23,0.28,0.28,0.23,0.35,0.44,0.35,0.44,0.35,0.35,0.28,0.35
therapeutic foster home;4;4;170;3.05;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/therapeutic-fostering/;5;0.03;0.56;15.00;1;0.29,0.10,0.22,1.00,0.66,0.66,0.35,0.43,0.22,0.22,0.14,0.10
respite foster care pay uk;5;5;210;2.25;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;5;0.03;0.61;9.00;1;0.43,1.00,1.00,1.00,0.66,0.53,0.53,0.53,0.35,0.53,0.28,0.28
fostering babies no spare room;2;2;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/spare-rooms-and-fostering/;5;0.03;0.00;7.00;1;0.26,0.80,0.80,0.65,0.80,1.00,0.65,0.80,0.53,0.34,0.34,0.26
what does a foster carer do;2;2;90;2.40;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;5;0.03;0.33;15.00;1;0.50,0.64,0.78,1.00,0.64,0.64,1.00,0.64,0.50,0.78,0.50,0.50
fostering assessments;5;5;170;3.05;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/form-f/;5;0.03;0.51;9.00;1;0.15,0.28,0.35,0.35,0.35,0.35,0.44,0.28,0.18,0.23,0.23,0.28
how much to foster parents get paid;2;2;90;1.31;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;5;0.03;0.56;16.00;1;0.11,0.34,0.42,0.53,1.00,0.26,0.26,0.26,0.26,0.26,0.19,0.19
reward chart ideas;5;5;170;0.00;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;5;0.03;1.00;22.00;1;0.44,0.35,0.54,0.35,0.54,0.18,0.23,0.23,0.28,0.15,0.18,0.18
fostering social worker;7;7;210;1.47;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/supervising-social-worker/;5;0.03;0.23;10.00;0;0.35,0.28,1.00,0.35,0.28,0.28,0.44,0.23,0.18,0.23,0.18,0.28
fostering babies pay uk;5;5;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;5;0.03;0.00;17.00;1;0.53,0.81,1.00,0.81,0.53,0.43,0.34,0.34,0.28,0.34,0.21,0.21
is fostering a job;4;4;210;3.05;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-foster-and-work-full-time/;5;0.03;0.52;16.00;0;0.42,1.00,1.00,1.00,0.80,0.80,1.00,0.80,0.80,0.65,0.42,0.42
mother and baby placement;4;4;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/parent-and-child-fostering/;4;0.02;0.00;7.00;1;0.21,0.53,0.81,1.00,0.34,0.21,0.34,0.34,0.21,0.28,0.21,0.21
foster carer training courses;4;4;140;3.53;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;4;0.02;0.55;10.00;1;0.26,0.53,0.53,1.00,0.80,0.65,0.65,0.53,0.26,0.26,0.26,0.26
how do i foster;7;7;210;7.08;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;4;0.02;0.62;19.00;1;0.53,0.53,0.53,1.00,0.53,0.53,0.53,0.53,0.43,0.53,0.28,0.43
fostering agencies in essex;4;4;140;6.72;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-essex/;4;0.02;0.65;22.00;0;0.07,0.65,0.80,0.65,0.53,0.65,0.65,0.53,0.42,0.34,0.34,0.42
foster care agency uk;2;2;140;5.77;https://www.nationalfosteringgroup.co.uk/;4;0.02;0.80;57.00;0;0.03,0.34,0.53,0.53,0.65,1.00,1.00,1.00,0.42,0.42,0.34,0.26
fostering assessment;9;9;260;3.05;https://www.nationalfosteringgroup.co.uk/fast-track-application-process/;4;0.02;0.51;9.00;1;0.16,0.30,0.24,0.20,0.20,0.20,0.24,0.20,0.16,0.16,0.16,0.20
foster care pay uk;4;4;140;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;4;0.02;0.62;21.00;1;0.80,1.00,0.80,0.34,0.34,0.65,0.42,0.42,0.42,0.53,0.42,0.53
fostering north west;6;6;210;12.97;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/north-west/;4;0.02;0.68;14.00;0;0.07,0.23,0.29,0.36,0.36,0.29,0.36,0.29,0.19,0.23,0.12,0.12
fostering a teenager;7;7;170;3.49;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-teenagers/;4;0.02;0.47;10.00;1;0.80,1.00,1.00,0.66,0.80,0.66,0.66,0.66,0.66,0.80,0.80,0.52
transfer foster agency;3;3;110;0.00;https://www.nationalfosteringgroup.co.uk/transfer-to-us/;4;0.02;0.05;10.00;1;0.78,1.00,0.64,1.00,1.00,1.00,0.78,0.64,0.78,0.78,0.78,0.78
fostering wales;2;2;480;7.07;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/wales/;4;0.02;0.61;27.00;2;0.23,0.54,0.54,0.44,0.54,0.54,0.67,0.67,0.54,0.54,0.44,0.44
foster.;3;3;110;6.09;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;4;0.02;0.44;62.00;1;0.00,0.00,0.01,0.00,0.00,0.01,0.02,0.00,0.00,0.01,1.00,0.00
payment for fostering;3;3;110;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;4;0.02;0.57;19.00;1;0.42,0.53,1.00,0.53,0.80,0.34,0.26,0.42,0.34,0.26,0.26,0.26
how much to be a foster parent;3;3;110;2.14;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;4;0.02;0.66;16.00;1;0.80,0.80,0.65,0.34,0.26,0.42,0.34,0.42,0.19,0.34,0.26,0.26
difference between adoption and fostering;6;6;170;0.56;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;4;0.02;0.11;11.00;1;1.00,1.00,0.80,0.65,0.53,0.65,0.53,0.53,0.42,0.42,0.53,0.42
fostering agency croydon;5;5;170;5.20;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-croydon/;4;0.02;0.37;22.00;0;0.00,0.03,0.03,0.04,0.05,0.07,0.08,0.07,0.04,0.03,0.03,0.03
my charms login foster carer;4;4;140;0.00;https://www.nationalfosteringgroup.co.uk/;4;0.02;0.04;9.00;3;0.42,0.42,0.80,0.80,0.80,1.00,0.80,0.65,0.53,0.19,0.19,0.11
can a foster child share a room with my child;2;2;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/spare-rooms-and-fostering/;4;0.02;0.00;8.00;1;0.65,1.00,1.00,0.80,0.42,0.34,0.34,0.34,0.34,0.34,0.34,0.34
fostering birmingham pay;3;3;110;3.76;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;4;0.02;0.57;9.00;1;0.42,1.00,1.00,0.80,0.66,0.66,0.52,0.33,0.33,0.33,0.33,0.42
what is the difference between fostering and adoption;6;6;170;0.74;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;4;0.02;0.12;9.00;1;0.23,0.43,0.35,0.43,0.43,0.43,0.43,0.43,0.43,0.35,0.43,0.35
charms fostering;4;4;140;0.00;https://www.nationalfosteringgroup.co.uk/;4;0.02;0.04;15.00;1;0.53,0.53,0.65,0.65,0.43,0.34,0.34,0.34,0.28,0.28,0.34,0.21
foster care manchester;6;6;210;8.71;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-manchester/;4;0.02;0.59;20.00;0;0.65,0.80,0.65,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80
fostering lincolnshire;4;4;140;6.93;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-lincoln/;4;0.02;0.63;16.00;1;0.33,1.00,0.80,0.80,0.80,0.80,0.66,0.52,0.33,0.19,0.52,0.42
fostering agencies in london;5;5;170;7.31;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-london/;4;0.02;0.55;22.00;0;0.06,0.43,0.43,0.53,0.65,1.00,0.81,1.00,0.43,0.28,0.34,0.34
independent fostering agency;4;4;480;5.02;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;4;0.02;0.60;19.00;0;0.15,0.66,0.66,0.66,0.81,1.00,1.00,1.00,0.54,0.54,0.15,0.15
how to become a foster carer in midlands;3;3;110;6.36;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;4;0.02;0.70;3.00;1;0.00,0.26,0.26,0.34,0.26,0.80,0.53,0.80,1.00,0.53,0.34,0.42
can gay couples foster;3;3;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/lgbt-fostering/;4;0.02;0.10;16.00;1;0.17,0.53,1.00,0.66,0.28,0.23,0.23,0.17,0.10,0.12,0.12,0.17
how much is fostering allowance uk;5;5;140;1.53;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;4;0.02;0.62;20.00;1;0.23,0.52,0.80,0.80,1.00,1.00,0.80,0.66,0.42,0.66,0.52,0.80
foster parent family;8;8;260;4.37;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;4;0.02;0.36;26.00;1;0.23,0.28,0.81,0.54,0.44,0.44,0.54,0.35,0.54,0.28,0.54,0.54
apply to be a foster carer;6;6;170;23.57;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;4;0.02;0.71;18.00;1;0.26,0.53,0.53,1.00,0.80,1.00,0.65,0.65,0.53,0.65,0.65,0.42
can you be a foster carer with a criminal record;1;1;140;3.36;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/what-can-disqualify-you-from-fostering-a-child/;4;0.02;0.37;7.00;1;0.23,0.66,0.66,0.52,0.66,0.80,0.80,1.00,0.66,0.52,0.52,0.66
foster care leeds;5;5;170;9.44;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-leeds/;4;0.02;0.71;17.00;2;0.19,1.00,1.00,0.80,0.80,0.80,0.80,0.65,0.65,0.42,0.42,0.42
foster parent scotland;5;5;140;4.69;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-scotland/;4;0.02;0.71;18.00;1;0.22,0.10,0.06,0.14,0.18,0.43,0.81,0.22,0.22,0.35,0.14,0.29
foster care employment;5;5;210;3.76;https://www.nationalfosteringgroup.co.uk/careers/;4;0.02;0.55;14.00;0;0.35,0.35,0.35,0.35,0.35,1.00,0.35,0.18,0.15,0.18,0.15,0.18
fostering vs adoption;8;8;210;0.86;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;4;0.02;0.12;18.00;0,1;0.28,0.53,0.53,0.65,0.81,1.00,0.65,0.65,0.53,0.53,0.65,0.53
foster homes;6;6;260;3.39;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;4;0.02;0.34;44.00;1;0.54,0.36,0.36,0.36,0.44,0.36,0.36,0.29,0.19,0.23,0.44,0.66
requirements to foster;3;3;110;3.81;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;4;0.02;0.56;15.00;1;0.11,0.65,0.65,1.00,0.65,0.53,0.65,0.34,0.19,0.34,0.26,0.34
foster parents;13;13;1000;4.72;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;4;0.02;0.55;40.00;1;0.67,1.00,1.00,0.76,0.76,0.76,0.76,0.76,0.67,0.76,0.55,0.67
fostering information;5;5;170;9.28;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;4;0.02;0.58;24.00;1;0.35,0.66,0.66,0.53,0.43,0.43,0.23,0.35,0.28,0.23,0.28,0.28
fostering agencies cardiff;1;1;110;17.58;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-cardiff/;4;0.02;0.73;17.00;0;0.07,0.34,0.42,0.42,0.53,0.65,0.53,0.53,0.53,0.53,0.42,0.42
difference between foster and adoption uk;3;3;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;4;0.02;0.03;16.00;1;0.65,1.00,1.00,0.65,0.34,0.34,0.34,0.26,0.15,0.15,0.19,0.15
become foster carer;4;4;140;8.75;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;4;0.02;0.65;21.00;1;0.05,0.35,0.35,0.43,0.35,0.35,0.43,1.00,0.35,0.35,0.35,0.35
how can i become a foster carer;4;4;140;7.20;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;4;0.02;0.63;20.00;1;0.01,0.15,0.15,0.15,0.15,1.00,0.28,0.18,0.15,0.18,0.15,0.15
fostering northamptonshire;6;6;140;9.06;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-northampton/;4;0.02;0.73;9.00;1;0.26,0.80,0.65,0.65,0.65,0.80,0.53,0.42,0.42,0.34,0.34,0.34
fostering uk requirements;5;5;320;3.42;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;4;0.02;0.59;18.00;1;0.19,0.36,0.29,0.66,1.00,0.81,0.44,0.36,0.23,0.29,0.19,0.19
foster homes in london;2;2;140;6.73;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-london/;4;0.02;0.62;22.00;0;0.43,0.53,0.65,1.00,0.43,0.34,0.34,0.43,0.43,0.43,0.34,0.34
are foster carers self employed;4;4;140;1.74;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/being-a-self-employed-foster-carer/;4;0.02;0.18;10.00;1;0.33,0.66,0.80,1.00,0.52,0.52,0.52,0.80,0.80,0.80,0.52,0.52
foster career;5;5;140;5.73;https://www.nationalfosteringgroup.co.uk/careers/;4;0.02;0.43;20.00;0;0.80,1.00,0.65,0.42,0.53,0.53,0.42,0.42,0.42,0.34,0.26,0.26
foster kid;5;5;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;4;0.02;0.00;41.00;1;0.10,0.19,0.23,0.19,0.07,0.05,0.10,0.07,0.10,0.07,0.02,1.00
foster family definition;3;3;110;2.53;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;4;0.02;0.08;23.00;1;0.29,0.29,0.22,0.29,0.22,0.18,0.14,0.22,0.18,0.14,0.14,0.14
how much is a foster carer paid;3;3;110;1.54;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;4;0.02;0.57;18.00;1;0.23,0.64,0.64,0.64,0.52,0.64,0.82,0.82,1.00,0.64,0.64,0.82
advanced practitioner social work;5;5;170;0.00;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/advanced-practitioner/;4;0.02;0.01;10.00;1;0.80,0.80,1.00,1.00,0.80,0.80,1.00,1.00,1.00,0.80,0.80,0.80
what is a foster carer;8;8;480;2.18;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;4;0.02;0.20;28.00;1;0.54,0.36,0.44,0.81,0.54,0.54,0.54,0.44,0.81,0.44,0.54,0.44
fostercare uk;7;7;210;5.10;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;4;0.02;0.60;42.00;0;0.81,0.43,0.81,1.00,0.65,0.65,0.81,0.65,0.34,0.43,0.34,0.43
how much do you get paid as a foster carer;3;3;110;1.49;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;4;0.02;0.59;16.00;1;0.08,0.23,0.23,0.23,0.23,0.28,0.23,0.18,0.15,0.15,0.15,0.18
private foster care companies;2;2;110;6.32;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;4;0.02;0.48;47.00;0;0.52,0.52,0.64,1.00,0.82,0.41,0.41,0.82,0.64,1.00,0.64,0.64
what is parent and child fostering;3;3;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/parent-and-child-fostering/;4;0.02;0.00;7.00;1;0.82,0.64,0.82,0.82,0.82,1.00,0.64,0.64,0.64,0.64,0.82,0.64
foster mum;5;5;140;4.46;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/parent-and-child-fostering/;4;0.02;0.41;15.00;1;0.43,0.53,0.65,0.65,0.34,0.34,0.53,0.53,0.28,0.43,0.21,0.12
agency foster;5;5;170;8.39;https://www.nationalfosteringgroup.co.uk/;4;0.02;0.47;60.00;0;0.01,0.09,0.09,1.00,0.48,0.05,0.03,0.03,0.02,0.02,0.11,0.03
fostering in midlands;4;4;210;11.98;https://www.nationalfosteringgroup.co.uk/fostering-solutions/midlands/;4;0.02;0.04;16.00;1;0.34,0.65,0.81,0.65,0.65,0.81,1.00,0.81,0.65,0.65,0.65,0.34
foster care benefits;4;4;140;2.63;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/carer-benefits-and-perks/;4;0.02;0.45;7.00;1;0.65,0.65,1.00,0.80,0.53,0.80,0.53,0.26,0.34,0.34,0.53,0.53
how to become a foster parent uk;3;3;480;6.36;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;4;0.02;0.70;27.00;1;0.44,1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.66,0.54,0.54,0.66
does fostering allowance affect universal credit;3;3;110;3.61;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/state-benefits-and-pensions/;4;0.02;0.10;7.00;1;0.64,1.00,0.78,0.78,1.00,0.78,0.78,0.64,1.00,0.50,0.64,0.64
fostering salary;4;4;140;1.58;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;4;0.02;0.42;15.00;1;0.42,0.80,0.80,0.80,0.80,1.00,0.52,0.80,0.66,0.66,0.52,0.52
free online training courses for foster carers;7;7;170;2.65;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;4;0.02;0.66;15.00;1;0.65,1.00,1.00,0.65,0.53,0.53,0.34,0.43,0.34,0.28,0.34,0.34
remand foster care;8;8;210;2.60;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/remand-fostering/;4;0.02;0.38;8.00;1;0.22,0.29,0.66,1.00,0.81,0.66,0.66,0.29,0.29,0.22,0.22,0.22
birmingham fostering;3;3;320;7.94;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;4;0.02;0.29;31.00;1;0.44,0.35,0.81,0.54,0.66,0.66,0.66,0.66,0.81,0.66,0.44,0.54
fostering midlands;3;3;170;11.98;https://www.nationalfosteringgroup.co.uk/fostering-solutions/midlands/;4;0.02;0.04;16.00;1;0.42,1.00,0.80,0.80,0.80,0.80,1.00,0.80,0.65,0.65,0.42,0.42
fostering glasgow;4;4;170;7.46;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-glasgow/;4;0.02;0.66;16.00;2;0.53,1.00,1.00,0.65,0.65,0.65,0.42,0.42,0.34,0.42,0.42,0.65
how does foster parenting work;3;3;110;2.48;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;4;0.02;0.54;22.00;1;0.64,0.29,0.64,0.64,0.82,0.64,0.52,0.64,0.64,0.82,0.64,0.64
foster care payments;10;10;880;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;4;0.02;0.57;21.00;1;0.68,0.52,0.52,0.84,0.68,1.00,0.20,0.37,0.11,0.20,0.31,0.31
benefits for foster carers;3;3;110;1.97;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/carer-benefits-and-perks/;4;0.02;0.40;16.00;1;0.33,0.80,0.80,1.00,0.52,0.42,0.52,0.42,0.33,0.42,0.33,0.52
