domain,sources,decision,confidence,category,dr,ascore,traffic,positions,is_spam,links,ip,country,first,last,topical,signals,evidence,qa_note
itsyourgold.com,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,184.168.115.60,,2026-08-13,,,4,"2+ independent toxic signals | Ahrefs is_spam=true | link-network IP 184.168.115.60 (+8 siblings) | known link-farm IP block | dead (auth=0,0 traffic,0 kw)",
izzbpkzo.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,4,172.67.162.88,,2025-05-21,2025-12-22,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
jattihep.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.163.79,,2025-05-21,2026-01-15,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
jdbfiqxv.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,3,172.67.161.117,,2025-05-21,2026-01-02,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
jtdzcpmo.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,1,172.67.217.128,,2025-06-23,2025-06-23,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
jxwikfum.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.47.108,,2025-07-21,2026-03-11,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
kbgkeiip.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,5,172.67.161.115,,2025-05-21,2026-02-15,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
kpbcgzzk.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,3,104.21.96.1,,2025-06-13,2026-03-26,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
lgrpgnok.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,6,104.21.93.228,,2025-05-28,2026-02-04,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
linkgrowthauthority.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.146.146,,2026-08-09,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
linkseoprovider.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.75.213,,2026-08-08,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
locabee.ch,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,3,188.40.17.96,de,2026-08-04,2026-08-04,,2,"2+ independent toxic signals | link-network IP 188.40.17.96 (+4 siblings) | dead (auth=2,0 traffic,0 kw)",
locabee.gr,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,1,188.40.17.96,de,2026-05-16,2026-05-16,,2,"2+ independent toxic signals | link-network IP 188.40.17.96 (+4 siblings) | dead (auth=2,0 traffic,0 kw)",
localshutters.net,ahrefs+semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,TRUE,4,172.67.135.113,,2026-01-02,2026-08-25,Y,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=2,0 traffic,0 kw)",CONFIRMED by both Ahrefs+Semrush
lvmrfker.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,3,104.21.45.205,,2025-05-21,2026-01-21,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
marathiladies.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,7,92.249.46.138,in,2026-05-12,2026-05-29,,2,"2+ independent toxic signals | link-network IP 92.249.46.138 (+3 siblings) | dead (auth=2,0 traffic,0 kw)",
marketingexperts.click,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,3,0,0,,5,67.223.118.29,us,2026-03-04,2026-07-21,,2,"2+ independent toxic signals | link-network IP 67.223.118.29 (+5 siblings) | dead (auth=3,0 traffic,0 kw)",
mp3fresh.net,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,29,118.139.181.85,sg,2026-03-18,2026-09-01,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
musweb.org,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,19,184.168.111.168,sg,2025-12-18,2026-03-14,,2,"2+ independent toxic signals | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
okhwefjs.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.16.1,,2025-06-27,2026-03-04,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
omrbsvkq.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,10,188.114.97.0,,2025-05-21,2026-02-18,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
organicrankexpress.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.63.203,,2026-08-07,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
organicranknetwork.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.181.238,,2026-08-07,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
pagesearch.net,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,41,118.139.176.46,sg,2025-12-28,2026-09-01,,3,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
pageseocollective.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.47.215,,2026-08-11,2026-08-29,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
pageseomasters.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.21.10,,2026-08-08,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
pageseoservice.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.160.172,,2026-08-07,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
pictoshow.com,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,1,172.67.158.233,,2021-12-11,2022-01-01,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
prashikshan.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,27,118.139.181.85,sg,2026-03-16,2026-09-01,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
preparation.co.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,27,118.139.181.85,sg,2026-03-14,2026-08-30,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
procycling.org,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,29,118.139.181.85,sg,2026-03-17,2026-08-30,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
pudhe.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,39,184.168.115.60,sg,2026-01-04,2026-09-01,,3,"2+ independent toxic signals | link-network IP 184.168.115.60 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
qlliqzun.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,1,104.21.94.57,,2025-05-21,2026-01-11,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
queries.co.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,16,118.139.181.85,sg,2026-02-08,2026-04-28,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
rankgrowthboost.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.53.149,,2026-08-09,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
rankgrowthinsights.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.168.57,,2026-08-08,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
rankgrowthservice.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.64.81,,2026-08-08,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
rankseoprovider.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.192.44,,2026-08-09,2026-08-30,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
read.org.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,40,118.139.178.200,sg,2026-01-01,2026-07-05,,3,"2+ independent toxic signals | link-network IP 118.139.178.200 (+3 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
ready.pro,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,4,0,0,,27,118.139.177.45,sg,2026-02-03,2026-08-31,,2,2+ independent toxic signals | known link-farm IP block | no organic traffic/kw (auth=4),
sazfmezf.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,3,104.21.77.253,,2025-05-25,2026-04-04,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
scionybg.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,7,104.21.48.1,,2025-05-21,2026-02-04,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
seoboostacademy.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.156.190,,2026-08-09,2026-08-26,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
seoboostexchange.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.25.16,,2026-08-09,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
seoboostresults.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.66.231,,2026-07-28,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
seogrowthprovider.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.79.253,,2026-08-03,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
seogrowthstudio.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.135.254,,2026-08-15,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
siterankprovider.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.203.229,,2026-08-08,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
sporstcenter.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,1,92.249.46.138,in,2026-06-03,2026-06-03,,2,"2+ independent toxic signals | link-network IP 92.249.46.138 (+3 siblings) | dead (auth=2,0 traffic,0 kw)",
sportlives.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,1,95.216.225.167,,2024-06-27,2024-07-19,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
taxies.biz,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,33,118.139.181.85,sg,2026-03-15,2026-08-31,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
theface.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,29,118.139.181.85,sg,2026-03-16,2026-08-31,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
themumbai.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,22,118.139.181.85,sg,2026-04-20,2026-08-25,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
thirty.co.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,26,118.139.181.85,sg,2026-03-17,2026-08-30,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
tkzojtbf.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,4,172.67.166.253,,2025-05-23,2026-02-04,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
toprankpartners.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.222.37,,2026-08-09,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
toprankprovider.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.179.252,,2026-08-08,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
toprankresults.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.67.69,,2026-08-09,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
tunca.org,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,40,118.139.176.46,sg,2025-12-30,2026-08-27,,3,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
tyre.pro,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,26,118.139.181.85,sg,2026-03-24,2026-08-31,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
tyres.pro,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,27,118.139.181.85,sg,2026-03-16,2026-08-30,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
uiisjzij.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,1,104.21.80.178,,2025-05-21,2026-01-24,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
usabuildingsuppliers.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,6,0,0,,3,191.101.14.187,us,2024-07-16,2026-07-29,Y,2,2+ independent toxic signals | link-network IP 191.101.14.187 (+3 siblings) | no organic traffic/kw (auth=6),
vfoskvzw.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,6,104.21.112.1,,2025-05-21,2026-03-07,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
vydxyefz.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,188.114.97.0,,2025-05-21,2026-01-31,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
vzynhhud.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,6,172.67.166.118,,2025-05-21,2026-02-23,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
wallpapers.pro,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,62,118.139.176.46,sg,2025-12-27,2026-08-31,,3,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
way2check.art,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,29,118.139.181.85,sg,2026-04-01,2026-08-29,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
way2check.cv,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,3,0,0,,41,118.139.178.200,sg,2026-01-20,2026-09-01,,3,"2+ independent toxic signals | link-network IP 118.139.178.200 (+3 siblings) | known link-farm IP block | dead (auth=3,0 traffic,0 kw)",
webrankindia.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,3,118.139.181.85,sg,2026-02-15,2026-03-30,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
webrankprovider.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.7.31,,2026-08-07,2026-08-28,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
websitesea.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,11,118.139.176.46,sg,2025-12-31,2026-04-26,,3,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
whzoyytu.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,1,188.114.97.2,,2025-05-22,2025-12-11,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
wiknluhc.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,4,172.67.129.205,,2025-05-21,2026-02-17,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
wlzkxbgt.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,5,172.67.134.63,,2025-05-21,2026-01-21,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
wnbbnviw.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,1,188.114.97.2,,2025-05-21,2026-01-21,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
wogibtswas.net,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,1,188.40.17.96,de,2026-07-25,2026-07-25,,2,"2+ independent toxic signals | link-network IP 188.40.17.96 (+4 siblings) | dead (auth=2,0 traffic,0 kw)",
wonvision.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,40,118.139.176.46,sg,2025-12-30,2026-08-31,,3,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
wvoysjve.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.146.29,,2025-05-21,2026-01-10,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
ycm.info,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,38,118.139.176.46,sg,2026-01-01,2026-08-31,,3,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
youtoo.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,21,118.139.181.85,sg,2026-03-16,2026-08-01,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
zlzfsaat.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,1,172.67.201.142,,2025-05-21,2025-12-12,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
analyticshaven.top,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,14,195.20.19.178,md,2026-03-11,2026-08-31,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
anchorurl.cloud,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,7,195.20.19.178,md,2026-05-13,2026-08-22,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
atomizelink.icu,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,5,0,0,,15,195.20.19.178,md,2025-11-21,2026-08-15,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=5),
blogsphere.top,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,9,195.20.19.178,md,2026-01-24,2026-08-31,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
buzzshrink.website,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,16,195.20.19.178,md,2026-02-08,2026-08-31,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
bye.fyi,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,24,0,0,,9,195.20.19.178,md,2025-11-26,2026-08-18,,2,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster,
byteshort.xyz,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,17,195.20.19.178,md,2025-11-23,2026-08-23,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
creativeposts.top,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,13,195.20.19.178,md,2026-03-08,2026-08-29,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
dailymusings.top,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,14,195.20.19.178,md,2026-03-02,2026-08-25,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
drjack.world,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,12,195.20.19.178,md,2025-12-23,2026-08-31,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
jake.eu,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,14,195.20.19.178,md,2026-01-22,2026-09-01,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
metamagic.top,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,14,0,0,,11,195.20.19.178,md,2026-01-07,2026-08-28,,2,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster,
optimizeflow.top,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,15,195.20.19.178,md,2026-03-02,2026-09-01,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
quero.party,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,9,195.20.19.178,md,2026-03-21,2026-08-30,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
screenshots.wiki,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,6,0,0,,10,195.20.19.178,md,2026-02-06,2026-08-22,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
shortenurls.eu,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,14,0,0,,13,195.20.19.178,md,2026-01-11,2026-08-29,,2,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster,
urls-shortener.eu,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,5,0,0,,9,195.20.19.178,md,2025-12-12,2026-08-29,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=5),
websites.freemyip.com,semrush,DISAVOW,HIGH,URL-shortener / redirect link network,0.0,5,0,0,,11,195.20.19.178,md,2025-12-29,2026-08-13,,3,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=5),
domaineye.com,semrush,DISAVOW,MEDIUM,Auto-generated stats / worth-checker,0.0,16,0,0,,1,83.138.53.13,nl,2026-01-18,2026-08-15,,0,footprint: Auto-generated stats / worth-checker,
websitescrawl.com,semrush,DISAVOW,MEDIUM,Auto-generated stats / worth-checker,0.0,12,0,0,,1,68.178.235.175,us,2026-03-09,2026-04-29,,0,footprint: Auto-generated stats / worth-checker,
eastus2-01.azurewebsites.net,semrush,DISAVOW,MEDIUM,Free-host throwaway page,0.0,40,0,0,,1,20.119.128.24,us,2025-10-21,2026-03-29,,0,footprint: Free-host throwaway page,
01webdirectory.com,semrush,DISAVOW,MEDIUM,Low-quality directory / TLD list,0.0,20,0,0,,1,88.99.0.6,de,2026-01-04,2026-08-15,,0,footprint: Low-quality directory / TLD list,
uklistingz.co.uk,semrush,DISAVOW,MEDIUM,Low-quality directory / TLD list,0.0,13,0,0,,1,23.229.199.133,us,2025-04-22,2026-07-07,,0,footprint: Low-quality directory / TLD list,
100xrecruiting.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,216.24.57.1,us,2026-07-24,2026-08-22,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
128.199.173.17,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,278,128.199.173.17,,2019-04-15,2022-05-18,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
