domain,sources,confidence,category,dr,ascore,traffic,positions,is_spam,links,ip,country,first,last,evidence
jtdzcpmo.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,1,172.67.217.128,,2025-06-23,2025-06-23,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
jxwikfum.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.47.108,,2025-07-21,2026-03-11,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
kbgkeiip.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,5,172.67.161.115,,2025-05-21,2026-02-15,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
kpbcgzzk.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,3,104.21.96.1,,2025-06-13,2026-03-26,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
lgrpgnok.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,6,104.21.93.228,,2025-05-28,2026-02-04,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
linkgrowthauthority.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.146.146,,2026-08-09,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
linkseoprovider.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.75.213,,2026-08-08,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
locabee.ch,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,3,188.40.17.96,de,2026-08-04,2026-08-04,"two or more independent toxic signals | S:link-network IP 188.40.17.96 (+4 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
locabee.gr,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,1,188.40.17.96,de,2026-05-16,2026-05-16,"two or more independent toxic signals | S:link-network IP 188.40.17.96 (+4 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
localshutters.net,ahrefs+semrush,HIGH,Multi-signal spam,0.0,2,0,0,True,4,172.67.135.113,,2026-01-02,2026-08-25,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=2, 0 traffic, 0 keywords)"
lvmrfker.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,3,104.21.45.205,,2025-05-21,2026-01-21,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
marathiladies.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,7,92.249.46.138,in,2026-05-12,2026-05-29,"two or more independent toxic signals | S:link-network IP 92.249.46.138 (+3 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
marketingexperts.click,semrush,HIGH,Multi-signal spam,0.0,3,0,0,False,5,67.223.118.29,us,2026-03-04,2026-07-21,"two or more independent toxic signals | S:link-network IP 67.223.118.29 (+5 sibling domains) | S:dead (auth=3, 0 traffic, 0 keywords)"
mp3fresh.net,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,29,118.139.181.85,sg,2026-03-18,2026-09-01,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
musweb.org,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,19,184.168.111.168,sg,2025-12-18,2026-03-14,"two or more independent toxic signals | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
ngawindows.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,4,15.197.225.128,us,2024-07-08,2026-08-30,"two or more independent toxic signals | S:link-network IP 15.197.225.128 (+3 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
northgeorgiawindows.net,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,6,15.197.225.128,us,2024-09-01,2026-08-20,"two or more independent toxic signals | S:link-network IP 15.197.225.128 (+3 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
okhwefjs.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.16.1,,2025-06-27,2026-03-04,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
omrbsvkq.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,10,188.114.97.0,,2025-05-21,2026-02-18,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
organicrankexpress.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.63.203,,2026-08-07,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
organicranknetwork.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.181.238,,2026-08-07,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
pagesearch.net,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,41,118.139.176.46,sg,2025-12-28,2026-09-01,"two or more independent toxic signals | S:link-network IP 118.139.176.46 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
pageseocollective.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.47.215,,2026-08-11,2026-08-29,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
pageseomasters.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.21.10,,2026-08-08,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
pageseoservice.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.160.172,,2026-08-07,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
pictoshow.com,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,1,172.67.158.233,,2021-12-11,2022-01-01,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
prashikshan.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,27,118.139.181.85,sg,2026-03-16,2026-09-01,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
preparation.co.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,27,118.139.181.85,sg,2026-03-14,2026-08-30,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
procycling.org,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,29,118.139.181.85,sg,2026-03-17,2026-08-30,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
pudhe.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,39,184.168.115.60,sg,2026-01-04,2026-09-01,"two or more independent toxic signals | S:link-network IP 184.168.115.60 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
qlliqzun.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,1,104.21.94.57,,2025-05-21,2026-01-11,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
queries.co.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,16,118.139.181.85,sg,2026-02-08,2026-04-28,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
rankgrowthboost.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.53.149,,2026-08-09,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
rankgrowthinsights.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.168.57,,2026-08-08,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
rankgrowthservice.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.64.81,,2026-08-08,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
rankseoprovider.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.192.44,,2026-08-09,2026-08-30,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
read.org.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,40,118.139.178.200,sg,2026-01-01,2026-07-05,"two or more independent toxic signals | S:link-network IP 118.139.178.200 (+3 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
ready.pro,semrush,HIGH,Multi-signal spam,0.0,4,0,0,False,27,118.139.177.45,sg,2026-02-03,2026-08-31,two or more independent toxic signals | S:known link-farm IP block | S:no organic traffic/keywords (auth=4)
roiwindows.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,6,15.197.225.128,us,2024-07-22,2026-08-16,"two or more independent toxic signals | S:link-network IP 15.197.225.128 (+3 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
sazfmezf.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,3,104.21.77.253,,2025-05-25,2026-04-04,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
scionybg.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,7,104.21.48.1,,2025-05-21,2026-02-04,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
seoboostacademy.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.156.190,,2026-08-09,2026-08-26,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
seoboostexchange.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.25.16,,2026-08-09,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
seoboostresults.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.66.231,,2026-07-28,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
seogrowthprovider.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.79.253,,2026-08-03,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
seogrowthstudio.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.135.254,,2026-08-15,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
siterankprovider.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.203.229,,2026-08-08,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
sporstcenter.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,1,92.249.46.138,in,2026-06-03,2026-06-03,"two or more independent toxic signals | S:link-network IP 92.249.46.138 (+3 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
sportlives.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,1,95.216.225.167,,2024-06-27,2024-07-19,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
taxies.biz,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,33,118.139.181.85,sg,2026-03-15,2026-08-31,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
theface.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,29,118.139.181.85,sg,2026-03-16,2026-08-31,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
themumbai.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,22,118.139.181.85,sg,2026-04-20,2026-08-25,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
thermalprowindows.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,5,15.197.225.128,us,2024-09-14,2026-08-17,"two or more independent toxic signals | S:link-network IP 15.197.225.128 (+3 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
thirty.co.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,26,118.139.181.85,sg,2026-03-17,2026-08-30,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
tkzojtbf.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,4,172.67.166.253,,2025-05-23,2026-02-04,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
toprankpartners.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.222.37,,2026-08-09,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
toprankprovider.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.179.252,,2026-08-08,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
toprankresults.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.67.69,,2026-08-09,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
tunca.org,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,40,118.139.176.46,sg,2025-12-30,2026-08-27,"two or more independent toxic signals | S:link-network IP 118.139.176.46 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
tyre.pro,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,26,118.139.181.85,sg,2026-03-24,2026-08-31,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
tyres.pro,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,27,118.139.181.85,sg,2026-03-16,2026-08-30,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
uiisjzij.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,1,104.21.80.178,,2025-05-21,2026-01-24,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
usabuildingsuppliers.com,semrush,HIGH,Multi-signal spam,0.0,6,0,0,False,3,191.101.14.187,us,2024-07-16,2026-07-29,two or more independent toxic signals | S:link-network IP 191.101.14.187 (+3 sibling domains) | S:no organic traffic/keywords (auth=6)
vfoskvzw.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,6,104.21.112.1,,2025-05-21,2026-03-07,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
vydxyefz.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,188.114.97.0,,2025-05-21,2026-01-31,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
vzynhhud.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,6,172.67.166.118,,2025-05-21,2026-02-23,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
wallpapers.pro,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,62,118.139.176.46,sg,2025-12-27,2026-08-31,"two or more independent toxic signals | S:link-network IP 118.139.176.46 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
way2check.art,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,29,118.139.181.85,sg,2026-04-01,2026-08-29,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
way2check.cv,semrush,HIGH,Multi-signal spam,0.0,3,0,0,False,41,118.139.178.200,sg,2026-01-20,2026-09-01,"two or more independent toxic signals | S:link-network IP 118.139.178.200 (+3 sibling domains) | S:known link-farm IP block | S:dead (auth=3, 0 traffic, 0 keywords)"
webrankindia.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,3,118.139.181.85,sg,2026-02-15,2026-03-30,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
webrankprovider.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.7.31,,2026-08-07,2026-08-28,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
websitesea.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,11,118.139.176.46,sg,2025-12-31,2026-04-26,"two or more independent toxic signals | S:link-network IP 118.139.176.46 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
whzoyytu.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,1,188.114.97.2,,2025-05-22,2025-12-11,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
wiknluhc.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,4,172.67.129.205,,2025-05-21,2026-02-17,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
wlzkxbgt.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,5,172.67.134.63,,2025-05-21,2026-01-21,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
wnbbnviw.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,1,188.114.97.2,,2025-05-21,2026-01-21,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
wogibtswas.net,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,1,188.40.17.96,de,2026-07-25,2026-07-25,"two or more independent toxic signals | S:link-network IP 188.40.17.96 (+4 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
wonvision.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,40,118.139.176.46,sg,2025-12-30,2026-08-31,"two or more independent toxic signals | S:link-network IP 118.139.176.46 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
wvoysjve.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.146.29,,2025-05-21,2026-01-10,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
ycm.info,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,38,118.139.176.46,sg,2026-01-01,2026-08-31,"two or more independent toxic signals | S:link-network IP 118.139.176.46 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
youtoo.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,21,118.139.181.85,sg,2026-03-16,2026-08-01,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
zlzfsaat.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,1,172.67.201.142,,2025-05-21,2025-12-12,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
analyticshaven.top,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,14,195.20.19.178,md,2026-03-11,2026-08-31,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
anchorurl.cloud,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,7,195.20.19.178,md,2026-05-13,2026-08-22,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
atomizelink.icu,semrush,HIGH,URL-shortener / redirect link network,0.0,5,0,0,False,15,195.20.19.178,md,2025-11-21,2026-08-15,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=5)
blogsphere.top,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,9,195.20.19.178,md,2026-01-24,2026-08-31,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
buzzshrink.website,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,16,195.20.19.178,md,2026-02-08,2026-08-31,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
bye.fyi,semrush,HIGH,URL-shortener / redirect link network,0.0,24,0,0,False,9,195.20.19.178,md,2025-11-26,2026-08-18,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster
byteshort.xyz,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,17,195.20.19.178,md,2025-11-23,2026-08-23,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
creativeposts.top,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,13,195.20.19.178,md,2026-03-08,2026-08-29,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
dailymusings.top,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,14,195.20.19.178,md,2026-03-02,2026-08-25,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
drjack.world,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,12,195.20.19.178,md,2025-12-23,2026-08-31,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
jake.eu,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,14,195.20.19.178,md,2026-01-22,2026-09-01,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
metamagic.top,semrush,HIGH,URL-shortener / redirect link network,0.0,14,0,0,False,11,195.20.19.178,md,2026-01-07,2026-08-28,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster
optimizeflow.top,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,15,195.20.19.178,md,2026-03-02,2026-09-01,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
quero.party,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,9,195.20.19.178,md,2026-03-21,2026-08-30,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
screenshots.wiki,semrush,HIGH,URL-shortener / redirect link network,0.0,6,0,0,False,10,195.20.19.178,md,2026-02-06,2026-08-22,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=6)
shortenurls.eu,semrush,HIGH,URL-shortener / redirect link network,0.0,14,0,0,False,13,195.20.19.178,md,2026-01-11,2026-08-29,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster
urls-shortener.eu,semrush,HIGH,URL-shortener / redirect link network,0.0,5,0,0,False,9,195.20.19.178,md,2025-12-12,2026-08-29,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=5)
websites.freemyip.com,semrush,HIGH,URL-shortener / redirect link network,0.0,5,0,0,False,11,195.20.19.178,md,2025-12-29,2026-08-13,footprint: URL-shortener / redirect link network | S:link-network IP 195.20.19.178 (+18 sibling domains) | S:Moldova spam cluster | S:no organic traffic/keywords (auth=5)
domaineye.com,semrush,MEDIUM,Auto-generated stats / worth-checker,0.0,16,0,0,False,1,83.138.53.13,nl,2026-01-18,2026-08-15,footprint: Auto-generated stats / worth-checker
websitescrawl.com,semrush,MEDIUM,Auto-generated stats / worth-checker,0.0,12,0,0,False,1,68.178.235.175,us,2026-03-09,2026-04-29,footprint: Auto-generated stats / worth-checker
eastus2-01.azurewebsites.net,semrush,MEDIUM,Free-host throwaway page,0.0,40,0,0,False,1,20.119.128.24,us,2025-10-21,2026-03-29,footprint: Free-host throwaway page
01webdirectory.com,semrush,MEDIUM,Low-quality directory / TLD list,0.0,20,0,0,False,1,88.99.0.6,de,2026-01-04,2026-08-15,footprint: Low-quality directory / TLD list
uklistingz.co.uk,semrush,MEDIUM,Low-quality directory / TLD list,0.0,13,0,0,False,1,23.229.199.133,us,2025-04-22,2026-07-07,footprint: Low-quality directory / TLD list
100xrecruiting.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,216.24.57.1,us,2026-07-24,2026-08-22,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
128.199.173.17,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,278,128.199.173.17,,2019-04-15,2022-05-18,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
142.54.190.10,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,5,,,2018-02-25,2018-04-22,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
18tokyo.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2017-10-25,2017-12-03,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
1builder.us,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,3,104.21.49.205,,2025-03-19,2026-07-28,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
1stcallglasscare.com,semrush,MEDIUM,Single-signal low-quality,0.0,3,0,0,False,6,104.21.21.200,,2025-12-03,2026-07-23,"one strong toxic signal | S:dead (auth=3, 0 traffic, 0 keywords)"
