Referring Domain,Current Action,Proposed Action,Confidence,Ahrefs Traffic,Ahrefs Positions,Follow Links,Ahrefs is_spam,IP,Reason
fitnstyle.com,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,172.67.132.163,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
five.co.in,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,92.249.46.138,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
fmtc.co,KEEP_AFFILIATE_RETAIN,REVIEW_MANUALLY,Low,2509,131,1,True,104.21.74.130,"Ahrefs flags this as spam, but it has 2,509 monthly organic visits and 131 ranking keywords. The flag conflicts with the traffic; resolve by hand rather than on the vendor score."
globalecommerce.org,REVIEW_MANUALLY,DISAVOW,Medium,0,0,1,True,118.139.177.45,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
goebu8a.info,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,104.21.16.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
gogosister.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,1,1,True,162.213.255.58,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
gombay.bm,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,72.52.196.123,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
gregtech.eu,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,1,True,159.195.63.29,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
j799a5.asia,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,172.67.223.6,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
jcsearch.com,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,74.208.53.228,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
k402ip23q.info,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,172.67.130.154,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
kit-mail6.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,1,True,104.18.34.45,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
kodiakgoldsupplements.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,1,True,23.227.38.32,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
kompoot.com,NOT_AUDITED,DISAVOW,Medium,0,1,1,True,185.18.212.176,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
larrybeinhart.com,NOT_AUDITED,DISAVOW,Medium,0,1,1,True,103.21.221.1,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
lfp-service.de,REVIEW_MANUALLY,DISAVOW,Medium,0,0,1,True,5.44.111.21,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
lockitz.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,1,True,172.67.153.25,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
newshealthwatch.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,1,1,True,108.61.37.123,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
niloblog.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,4,1,True,172.67.170.101,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
npub.info,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,45.14.194.120,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
nutraera.ca,REVIEW_MANUALLY,DISAVOW,Medium,0,0,1,True,185.77.97.237,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
nuvectrascapes.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,1,True,91.108.103.140,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
omrok.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,1,True,85.31.227.21,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
onlign-lab.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,1,True,172.67.170.249,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
openpwa.kr,NOT_AUDITED,DISAVOW,Medium,6,12,1,True,216.150.16.65,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
123webshop.shop,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.152.135,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
1682121.com,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,35.220.240.56,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
a1housingservicesltd.co.uk,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,160.153.133.146,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
academia.edu.gt,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,1,3,0,True,129.121.16.216,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
activeshop.shop,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.183.33,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
advanced-keyword-group-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.31.188,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
advanced-link-building-group-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.192.186,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
advanced-ranking-seoexpress-specialists.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.213.21,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
advanced-saas-seo-directory-outrank-hq.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.214.241,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
advanced-search-seoexpress-pros.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.32.221,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
advanced-traffic-surge-and-keyword-rank-bureau.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.165.59,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
agile-footer-link-system-link-baron.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.219.83,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
agroinsursas.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,190.8.176.51,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
allare.io,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,104.21.47.243,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
allinone.co.in,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,92.249.46.138,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
alpha-local-seo-group-rank-forge.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.135.55,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
alwaha.ly,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,102.213.180.2,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
analyticshaven.top,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,195.20.19.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
anchor-text-link-juice-and-high-da-depot.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.144.131,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
anganwadi.in,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,184.168.115.25,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
answeregy.com,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.183.173,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
arparquets.it,REVIEW_MANUALLY,DISAVOW,Medium,5,1,0,True,77.111.241.90,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
askology.biz,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,104.21.36.162,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
atomizelink.icu,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,195.20.19.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
authentic-seoexpress-keyword-firm.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.177.212,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
authentic-tier-1-partners-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.216.177,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
authority-do-follow-and-do-follow-network.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.141.79,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
authoritybacklinks.shop,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.69.138,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
backlink-pro-click-through-and-link-building-depot.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.69.80,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
backlinkbuilders.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.201.158,Machine-generated domain family: SEO-vendor .shop network.
backlinkengine.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.70.146,Machine-generated domain family: SEO-vendor .shop network.
backlinker.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.147.186,Machine-generated domain family: SEO-vendor .shop network.
backlinkinsights.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.30.203,Machine-generated domain family: SEO-vendor .shop network.
backlinkmart.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.184.98,Machine-generated domain family: SEO-vendor .shop network.
backlinkmasters.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.40.128,Machine-generated domain family: SEO-vendor .shop network.
backlinkorbit.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.136.134,Machine-generated domain family: SEO-vendor .shop network.
backlinkpartners.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.189.195,Machine-generated domain family: SEO-vendor .shop network.
backlinkshop.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.166.126,Machine-generated domain family: SEO-vendor .shop network.
backlinkshop.site,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.196.223,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
backlinksplace.site,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.187.14,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
backlinkvault.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.157.67,Machine-generated domain family: SEO-vendor .shop network.
backlinkzeno.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.167.137,Machine-generated domain family: SEO-vendor .shop network.
berlin-immobilien-verkaufen.de,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,81.88.34.171,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
besafe.in,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,184.168.114.122,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
best-keyword-seoexpress-portal.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.51.101,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
best-seoexpress-off-page-network.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.78.156,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
beyondfitnessclub.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,75.119.200.148,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
biohacking.reviews,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,172.67.193.200,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bitbuzz.org,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,184.168.108.151,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogsphere.top,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,195.20.19.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bold-outrank-hq-serp-workshop.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.212.29,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
botrond.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,1,0,True,47.112.15.21,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
brilliant-edu-link-firm-outrank-hq.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.215.126,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
btch.bg,NOT_AUDITED,DISAVOW,Medium,0,1,0,True,78.46.135.40,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
buybacklinks.agency,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.161.203,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
buyseobacklinks.shop,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.216.233,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
buyseolinks.site,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,199.188.206.19,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bye.fyi,REVIEW_MANUALLY,DISAVOW,Medium,0,2,0,True,195.20.19.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
byteshort.xyz,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,195.20.19.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
cidadetoda.com.br,REVIEW_MANUALLY,DISAVOW,Medium,0,,0,True,104.21.52.149,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
couponsanddiscouts.com,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.10.115,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dailymusings.top,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,195.20.19.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
daolink.mom,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,67.223.118.29,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dapago.net,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,172.67.187.83,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dealrated.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,172.67.72.197,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dgsac.com.pe,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,107.180.114.142,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
digital-pr-and-domain-rating-premium-experts.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.207.169,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dirbear.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,109.61.86.193,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
diyprinting.shop,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,12,4,0,True,104.21.23.92,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dlar.online,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,216.198.79.1,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
docarnettefoundation.org,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,173.201.182.241,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
domaindexer.com,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.42.170,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
domainrankacademy.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.81.26,Machine-generated domain family: SEO-vendor .shop network.
domainrankagency.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.89.46,Machine-generated domain family: SEO-vendor .shop network.
domainrankboost.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.72.186,Machine-generated domain family: SEO-vendor .shop network.
domainrankexperts.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.156.45,Machine-generated domain family: SEO-vendor .shop network.
domainrankexpress.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.4.97,Machine-generated domain family: SEO-vendor .shop network.
domainrankpartners.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.173.12,Machine-generated domain family: SEO-vendor .shop network.
domainrankprovider.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.30.86,Machine-generated domain family: SEO-vendor .shop network.
domainrankresults.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.56.179,Machine-generated domain family: SEO-vendor .shop network.
domainrankteam.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.14.100,Machine-generated domain family: SEO-vendor .shop network.
domains.foundation,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,184.168.109.253,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dynamic-niche-edit-and-contextual-link-systems.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.53.116,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
easyfatlosscooking.com,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,34.92.231.126,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
editorial-link-outreach-pro-and-high-da-systems.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.164.247,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
ekenkoshop.shop,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.148.112,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
eliotzigmundjazz.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,107.180.51.41,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
elite-authority-marketplace-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.188.148,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
elite-domain-seoexpress-consultants.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.165.82,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
elite-editorial-outrank-hq.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.168.176,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
elite-high-da-center-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.133.218,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
elite-outreach-seoexpress-pros.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.83.100,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
elite-seoexpress-link-building-team.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.69.85,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
enricoserveri.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,104.21.39.248,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
entuev.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,104.21.54.161,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
epic-link-baron-hub.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.171.192,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
epic-syndicate-link-baron-keyword.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.139.114,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
epic-webpage-rank-forge-academy.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.134.197,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
exclusive-backlink-seoexpress-firm.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.3.8,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
exclusive-keyword-team-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.182.204,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
exclusive-link-baron-search-syndicate.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.158.14,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
exclusive-traffic-experts-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.79.55,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
exclusive-webpage-center-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.210.232,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
expert-organic-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.203.180,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
expert-partners-for-niche-edit-and-authority-link.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.76.212,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
expert-search-seoexpress-team.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.95.210,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
expert-seoexpress-authority-directory.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.222.65,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
findhere.in,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,184.168.115.25,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
first-class-seoexpress-keyword-exchange.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.138.51,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
flagship-hub-for-link-velocity-and-page-rank.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.37.4,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
flagship-niche-edit-and-link-building-services.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.39.47,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
