Referring Domain,Action Recommendation,Primary Risk Factor,Confidence Score,Evidence Level,Remediation Priority,Backlinks (true),Backlinks (in sample),Follow (Equity) Links,Domain ascore,IP Address,C-Block,Hosting,Country,Target URL,Anchor Text,Unique Anchors,Exact-Match Anchor %,Branded/URL Anchor %,Avg External Links,Nofollow %,Topically Relevant,First seen,Last seen,Disavow Entry,Rationale
narwhal.city,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,2,2,2,4,65.108.37.236,65.108.37.0/24,,fi,https://www.performancelab.com/blogs/multi/how-many-calories-break-a-fast,It depends,1,0%,0%,24,0%,no,2026-02-08,2026-07-18,,"2 backlink(s) from an authority-4 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
newsdirected.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,4,198.187.31.29,198.187.31.0/24,,us,https://www.performancelab.com/products/vision (+1 more),(empty/image),1,0%,0%,0,0%,yes,2025-10-16,2026-08-20,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
newshealthwatch.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,1,3,108.61.37.123,108.61.37.0/24,,us,https://www.performancelab.com/blogs/mct/mct-oil-before-bed (+1 more),Medium Chain Triglycerides (MCT) (+1 more),2,0%,0%,38,50%,yes,2025-10-09,2026-04-03,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
newsledger.uk,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,2,0,,10,185.20.205.77,185.20.205.0/24,,dk,,,,,,,,,2026-06-01,2026-08-10,,"2 backlink(s) from an authority-10 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
newszed.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Link-level (in 50k sample) + risk triage (lowest tier),-,2,2,2,2,46.202.183.235,46.202.183.0/24,,us,https://www.performancelab.com/blogs/news/immune-boosting-juices-top-8-juice-recipes-for-immunity?srsltid=AfmBOorlv65z7IUSEwQy5CuiMaNvKL20beFevDW7Gbv2XQiD4jrTZhDF,[11] (+1 more),2,0%,50%,62,0%,no,2025-09-22,2026-05-30,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
nfo.ae,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,1,1,7,23.227.38.65,23.227.38.0/24,Shopify,ca,https://www.performancelab.com/blogs/omega-3/is-epa-the-new-collagen?srsltid=AfmBOor5nwjip9g0o5C086Qf9BR4T2yrfgPTJNBukTyDmas_A8MHx_Ld#:~:text=Key%20Takeaways,performancelab.com,1,0%,100%,16,0%,yes,2026-03-03,2026-04-10,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
nfo.hk,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,2,23.227.38.65,23.227.38.0/24,Shopify,ca,https://www.performancelab.com/blogs/omega-3/is-epa-the-new-collagen?srsltid=AfmBOor5nwjip9g0o5C086Qf9BR4T2yrfgPTJNBukTyDmas_A8MHx_Ld#:~:text=Key%20Takeaways,performancelab.com,1,0%,100%,16,0%,yes,2026-01-22,2026-05-26,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
niloblog.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,1,5,104.21.28.60,104.21.28.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/nutrition/feeling-tired-after-workout (+1 more),performancelab,1,0%,100%,18,50%,no,2025-12-16,2026-08-23,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
nomoz.org,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,2,2,2,8,162.243.117.188,162.243.117.0/24,,us,https://www.performancelab.com/,Open in a new window (+1 more),2,0%,50%,468,0%,yes,2026-01-05,2026-03-03,,"2 backlink(s) from an authority-8 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
nooblue.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,2,0,,7,191.96.144.219,191.96.144.0/24,,us,,,,,,,,,2026-04-17,2026-07-06,,"2 backlink(s) from an authority-7 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
noobpreneur.com,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,2,2,2,26,63.250.43.5,63.250.43.0/24,,us,https://performancelab.com/products/whole-food-multi,wholefood multivitamin,1,0%,0%,14,0%,no,2025-02-04,2026-08-03,,"Domain authority 26 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
nootralize.com,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,Link-level (in 50k sample),-,2,2,2,4,66.33.60.130,66.33.60.0/24,,us,https://eu.performancelab.com/products/%5Benergy%5D(https:/nootralize.com/effects/energy) (+1 more),Performance Lab Energy (+1 more),2,0%,100%,12,0%,yes,2023-09-12,2026-08-12,,"50% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
nootropicosya.com,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,Link-level (in 50k sample),-,2,2,2,6,172.67.190.43,172.67.190.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=5d5c4d25e4599&a_bid=a2ad38c1,Performance Lab Mind + Performance Lab Stim (+1 more),2,0%,50%,17,0%,yes,2025-10-31,2026-08-11,,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
nootropics.com,KEEP_AFFILIATE_RETAIN,None - Topically Aligned Domain,Low,Domain-level only (outside sample),-,2,0,,16,216.198.79.1,216.198.79.0/24,,us,,,,,,,,,2026-06-16,2026-07-03,,Domain name aligns with the health/performance niche. No link-level sample available to confirm placement quality.
nozaki-sekizai.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,2,157.120.209.59,157.120.209.0/24,,jp,https://www.performancelab.com/blogs/pre/best-pre-and-post-workout-supplements-for-muscle-gain,Best Pre and Post Workout Supplements for Muscle Gain ...,1,100%,0%,64,0%,yes,2025-06-14,2026-07-08,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
nutriinspector.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,0,18,172.67.143.214,172.67.143.0/24,Cloudflare (shared CDN),,https://performancelab.com/products/mind,Performance Lab Mind Best Brain Supplement Performance Lab Mind Best Brain Supplement (+1 more),2,0%,50%,29,100%,yes,2026-02-11,2026-08-01,,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
nutrilistico.de,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,2,142.251.179.121,142.251.179.0/24,,us,https://www.performancelab.com/ (+1 more),https://www.performancelab.com (+1 more),2,0%,50%,24,0%,yes,2025-07-27,2026-06-03,,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
odsol.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,12,72.9.156.90,72.9.156.0/24,,us,https://www.performancelab.com/,"Performance Labs, Inc.",1,0%,100%,25,0%,yes,2025-02-06,2026-08-11,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
okmagazine.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,54,151.101.194.132,151.101.194.0/24,,us,https://www.performancelab.com/products/mind-lab-pro,>>Check the best prices for Performance Lab Mind here (+1 more),2,0%,100%,32,0%,yes,2025-05-10,2026-07-17,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
olivemagazine.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,57,151.101.129.91,151.101.129.0/24,,us,https://uk.performancelab.com/products/d3k2,Performance Lab (£19) (+1 more),2,0%,50%,72,0%,yes,2026-01-17,2026-08-18,,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
omniservices.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,22,151.101.2.159,151.101.2.0/24,,us,https://www.performancelab.com/blogs/wellness,Can You Take Mucuna Pruriens Before Sleep? - Testo Lab Pro,1,0%,100%,13,0%,no,2026-02-08,2026-07-28,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
onlinehealthstore.org,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,5,194.1.147.95,194.1.147.0/24,,gb,https://www.performancelab.com/products/vision (+1 more),(empty/image),1,0%,0%,0,0%,yes,2025-02-08,2026-05-04,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
organicavenue.com,KEEP_AFFILIATE_RETAIN,None - Redirect / Tracking Host (Behavioural Match),High,Link-level (in 50k sample),-,2,2,2,16,194.1.147.36,194.1.147.0/24,,gb,https://www.performancelab.com/?a_aid=515846a2a5b0b&a_bid=a2ad38c1 (+1 more),(empty/image),1,0%,0%,0,0%,yes,2025-04-10,2026-08-17,,"No outbound links of its own, 100% empty anchors, and 50% of destinations carry the programme's affiliate parameters. This is link tracking, whatever the domain is called."
orlandoweekly.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,46,192.0.78.181,192.0.78.0/24,WordPress.com / Automattic,us,https://www.performancelab.com/products/pre-lab-pro,Performance Lab Pre Lab Pro (+1 more),2,0%,100%,61,0%,yes,2025-10-29,2026-08-22,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
ourtownlocal.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,0,2,68.178.196.82,68.178.196.0/24,,us,https://www.performancelab.com/collections/nutropic (+1 more),Nu:tropic,1,0%,0%,24,100%,yes,2024-01-11,2026-08-10,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
paperblog.fr,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,2,2,0,33,172.67.167.65,172.67.167.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/collections/all-products (+1 more),Nu Tropic,1,0%,0%,8,100%,no,2024-11-12,2026-07-12,,"Domain authority 33 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
paylinedata.com,KEEP_AFFILIATE_RETAIN,None - Established Authority Domain,Low,Domain-level only (outside sample),-,2,0,,30,216.150.16.193,216.150.16.0/24,,us,,,,,,,,,2026-08-07,2026-08-07,,Authority score 30; no spam signature. No link-level sample available to confirm anchor or placement quality.
peakandpick.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,8,104.26.14.197,104.26.14.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/ (+1 more),Performance Lab (+1 more),2,0%,50%,4,0%,yes,2025-03-26,2026-08-19,,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
plumeriamarketing.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,2,0,,2,172.67.160.252,172.67.160.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-07-03,2026-08-20,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
podscan.fm,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,36,104.26.5.237,104.26.5.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/breedlove,⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠https://www.performancelab.com/breedlove⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠ (+1 more),2,0%,100%,47,0%,no,2026-02-13,2026-07-08,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
postgradoune.edu.pe,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,14,194.34.232.218,194.34.232.0/24,,fr,http://www.performancelab.com/cdn/shop/articles/10_Effective_Tips_to_Prevent_Tossing_and_Turning_at_Night_1_054cdcda-2bd6-4cfc-877b-9cec2e956133.jpg?v=1718025522 (+1 more),10 Effective Tips to Prevent Tossing and Turning at Night Performance (+1 more),2,0%,50%,11,0%,yes,2025-05-26,2026-07-31,,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
postunreel.com,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,2,2,1,29,216.150.1.1,216.150.1.0/24,,us,http://performancelab.com/ (+1 more),performancelab.com (+1 more),2,0%,50%,13,50%,no,2026-07-05,2026-08-23,,"Domain authority 29 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
primeacuity.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,2,0,,2,208.123.116.145,208.123.116.0/24,,us,,,,,,,,,2026-04-29,2026-08-18,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
primeformen.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,0,2,195.201.35.27,195.201.35.0/24,,de,https://www.performancelab.com/blogs/fitness/workout-plateau-causes-and-tips-to-avoid-it (+1 more),https://www.performancelab.com/blogs/fitness/workout-plateau-causes-and-tips-to-avoid-it (+1 more),2,0%,100%,30,100%,yes,2024-11-07,2026-07-04,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
primoprint.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,30,50.18.0.90,50.18.0.0/24,,us,https://www.performancelab.com/blogs/blogs/top-wellness-tips,Performance Lab,1,0%,100%,14,0%,no,2025-03-19,2026-08-24,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
promosreview.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Link-level (in 50k sample) + risk triage (lowest tier),-,2,2,2,2,104.26.5.222,104.26.5.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,Here (+1 more),2,0%,50%,2,0%,yes,2026-02-15,2026-08-17,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
qilins.pages.dev,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Link-level (in 50k sample) + risk triage (lowest tier),-,2,2,0,2,172.66.47.14,172.66.47.0/24,Cloudflare (shared CDN),,https://performancelab.com/,performancelab.com,1,0%,100%,9986,100%,no,2025-07-25,2026-05-30,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
quarrynews.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,1,1,5,185.104.45.40,185.104.45.0/24,,ua,https://www.performancelab.com/,https://www.performancelab.com,1,0%,100%,21,0%,no,2026-03-20,2026-07-26,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
reflections.live,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,30,3.167.99.100,3.167.99.0/24,,us,https://global.performancelab.com/,Performance Lab Sleep (+1 more),2,0%,100%,7,0%,yes,2025-02-05,2026-08-08,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
reignitethemind.com,KEEP_AFFILIATE_RETAIN,None - Topically Aligned Domain,Low,Domain-level only (outside sample),-,2,0,,2,208.123.116.145,208.123.116.0/24,,us,,,,,,,,,2026-04-20,2026-08-06,,Domain name aligns with the health/performance niche. No link-level sample available to confirm placement quality.
resident.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,37,104.18.90.198,104.18.90.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/collections/nutrigenesis,browse NutriGenesis supplements for women (+1 more),2,0%,50%,11,0%,yes,2026-01-18,2026-08-08,,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
reviewnav.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,2,0,,5,66.33.60.66,66.33.60.0/24,,us,,,,,,,,,2026-06-27,2026-08-18,,"2 backlink(s) from an authority-5 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
rheum4us.org,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,1,16,104.26.6.159,104.26.6.0/24,Cloudflare (shared CDN),,https://performancelab.com/products/flex (+1 more),Click For Best Price (+1 more),2,0%,0%,12,50%,yes,2025-06-16,2026-08-15,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
richlandswcd.net,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,2,2,2,26,143.198.113.88,143.198.113.0/24,,us,https://mis.performancelab.com/assets/images/ieh0de/index.php?topic2176 (+1 more),8nb7hv (+1 more),2,0%,0%,10,0%,no,2026-02-02,2026-02-02,,"Domain authority 26 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
ryansolid.workers.dev,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,2,0,,2,104.21.61.96,104.21.61.0/24,Cloudflare (shared CDN),,,,,,,,,,2025-04-02,2026-08-04,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
salespop.net,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,26,13.226.209.120,13.226.209.0/24,,us,https://www.performancelab.com/,performancelab.com (+1 more),2,0%,100%,24,0%,no,2026-06-04,2026-08-20,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
scieron.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,0,3,104.21.75.82,104.21.75.0/24,Cloudflare (shared CDN),,https://uk.performancelab.com/collections/core-range/products/prebiotic#product-buyblock,Buy now (+1 more),2,0%,50%,26,100%,yes,2024-10-16,2026-08-19,,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
scoop.it,KEEP_AFFILIATE_RETAIN,None - Established Authority Domain,Low,Domain-level only (outside sample),-,2,0,,45,198.100.148.42,198.100.148.0/24,,ca,,,,,,,,,2026-08-22,2026-08-22,,Authority score 45; no spam signature. No link-level sample available to confirm anchor or placement quality.
scrollstash.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,17,76.76.21.21,76.76.21.0/24,Vercel,us,https://performancelab.com/,P performancelab.com 100 % match (+1 more),2,0%,100%,15,0%,no,2026-02-10,2026-08-02,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
searchinfofast.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,2,0,,2,35.213.186.137,35.213.186.0/24,,sg,,,,,,,,,2026-06-01,2026-08-12,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
secondkind.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,2,0,,2,23.227.38.65,23.227.38.0/24,Shopify,ca,,,,,,,,,2026-05-29,2026-05-29,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
sellbery.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,25,159.89.95.206,159.89.95.0/24,,us,https://www.performancelab.com/,Performance Lab (+1 more),2,0%,100%,17,0%,no,2026-01-01,2026-08-24,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
shirtsdoctors.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,0,2,104.21.64.247,104.21.64.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/products/flex,Click Here for the Lowest Price on Performance Lab Flex (+1 more),2,0%,100%,8,100%,yes,2025-06-18,2026-08-19,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
simplycodes.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,62,172.66.172.10,172.66.172.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,Shop at Performance Lab (+1 more),2,0%,100%,13,0%,yes,2026-04-16,2026-08-21,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
singaporeanloves.com,KEEP_AFFILIATE_RETAIN,None - Redirect / Tracking Host (Behavioural Match),High,Link-level (in 50k sample),-,2,2,2,2,198.252.106.242,198.252.106.0/24,,us,https://www.performancelab.com/products/nutrigenesis-multi-men?a_aid=5ad38200d5639&a_bid=58103d09&data1=sgl-pl-multi-for-men&data2=pl-multi-for-men-sgl (+1 more),(empty/image),1,0%,0%,0,0%,yes,2025-10-25,2026-08-19,,"No outbound links of its own, 100% empty anchors, and 50% of destinations carry the programme's affiliate parameters. This is link tracking, whatever the domain is called."
siteprice.org,KEEP_AFFILIATE_RETAIN,None - Established Authority Domain,Low,Domain-level only (outside sample),-,2,0,,41,172.67.137.82,172.67.137.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-06-24,2026-07-13,,Authority score 41; no spam signature. No link-level sample available to confirm anchor or placement quality.
sleepypanda.me,KEEP_AFFILIATE_RETAIN,None - Topically Aligned Domain,Low,Domain-level only (outside sample),-,2,0,,2,23.227.38.32,23.227.38.0/24,Shopify,ca,,,,,,,,,2026-04-18,2026-04-25,,Domain name aligns with the health/performance niche. No link-level sample available to confirm placement quality.
slipshq.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,0,2,151.101.67.7,151.101.67.0/24,,us,https://www.performancelab.com/blogs/multi/vitamin-b6-for-sleep?ref=blog.slipshq.com (+1 more),Performance Lab,1,0%,100%,23,100%,yes,2026-02-15,2026-04-01,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
smartstimer.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,2,0,,3,172.67.161.212,172.67.161.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-08-14,2026-08-23,,"2 backlink(s) from an authority-3 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
solega.co,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,2,194.164.64.162,194.164.64.0/24,,us,https://www.performancelab.com/,Performance Lab (+1 more),2,0%,100%,36,0%,no,2026-03-20,2026-08-04,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
solvedseek.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,2,0,,2,87.106.233.110,87.106.233.0/24,,fr,,,,,,,,,2026-07-16,2026-08-14,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
sourcebottle.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,29,103.146.112.59,103.146.112.0/24,,au,https://www.performancelab.com/,performancelab.com (+1 more),2,0%,100%,29,0%,no,2026-04-01,2026-06-26,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
sportsmedia101.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,1,1,6,104.236.69.169,104.236.69.0/24,,us,https://www.performancelab.com/collections/sport-range/products/t-booster,T-boosters,1,0%,0%,19,0%,yes,2025-11-01,2026-08-08,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
sq-kj.net,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Link-level (in 50k sample) + risk triage (lowest tier),-,2,2,2,2,34.92.162.42,34.92.162.0/24,,hk,https://www.performancelab.com/products/pre-lab-pro (+1 more),Click here...,1,0%,0%,1,0%,no,2025-09-09,2026-06-14,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
staaker.com,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,Link-level (in 50k sample),-,2,2,1,16,104.21.57.203,104.21.57.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/?a_aid=64dc7ef848019&a_bid=a2ad38c1,Performance Lab® (+1 more),2,0%,100%,58,50%,no,2025-03-18,2026-07-12,,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
